freq1,noise,max_magnitude,total_gain_db,base_pwr_db,rssi,relpwr_db,avgpwr_db,label
5805,-102,40,59,401,29,16,57,1
2417,-102,47,74,387,15,16,51,0
5805,-102,37,60,400,28,16,58,1
5805,-102,35,65,395,12,11,48,1
2427,-101,99,81,379,4,14,56,0
5785,-102,39,69,391,17,1,53,1
2422,-102,41,74,386,7,11,51,0
2432,-101,45,81,379,4,14,55,0
5805,-102,36,80,380,10,9,58,1
2457,-101,93,81,379,5,10,56,0
5805,-102,43,61,399,26,15,59,1
2432,-101,59,74,385,7,9,51,0
2442,-101,58,81,379,5,12,54,0
2437,-101,44,81,379,4,11,55,0
2447,-101,88,77,382,9,12,58,0
2432,-102,40,81,380,6,13,57,0
5805,-102,31,60,400,27,14,58,1
2437,-101,42,74,386,5,14,51,0
5805,-102,42,82,379,9,9,58,1
2447,-101,52,74,386,4,11,50,0
5805,-102,36,61,400,27,14,59,1
2452,-101,92,81,379,4,9,54,0
5805,-102,35,60,401,28,15,58,1
5805,-102,35,60,400,26,14,59,1
2412,-109,47,63,405,23,17,51,0
2422,-101,42,74,385,9,13,52,0
2432,-102,102,74,386,5,15,51,0
5805,-102,36,80,381,11,9,58,1
2462,-102,56,81,380,3,12,54,0
2432,-101,44,81,379,5,14,56,0
5805,-102,37,62,398,26,15,60,1
5805,-102,55,61,399,27,15,60,1
5805,-102,39,60,400,28,17,58,1
5805,-102,38,60,400,26,16,58,1
2452,-101,101,81,379,4,13,55,0
5805,-102,45,61,400,26,15,59,1
5805,-102,35,59,401,29,15,57,1
2422,-102,38,74,387,4,7,47,0
2452,-102,89,81,380,6,12,55,0
5805,-102,30,61,400,26,12,58,1
5805,-102,46,61,399,27,14,58,1
2457,-102,48,81,380,6,14,57,0
2447,-101,81,79,380,7,14,56,0
2427,-102,27,74,386,6,14,48,0
5805,-102,36,60,400,27,15,58,1
2412,-108,32,81,386,16,15,57,0
5805,-102,40,61,400,28,16,59,1
5745,-102,30,80,380,12,8,58,1
2412,-109,51,81,387,12,12,55,0
2457,-102,58,81,380,7,14,57,0
2452,-101,93,81,379,4,12,56,0
2442,-102,57,81,380,5,10,54,0
2452,-101,102,74,386,4,12,51,0
5805,-102,37,61,400,27,14,59,1
5805,-102,39,61,400,27,13,58,1
5805,-102,35,61,400,28,14,59,1
2412,-107,47,81,385,12,15,58,0
5805,-102,42,61,400,26,13,59,1
5805,-102,43,82,379,10,8,60,1
2457,-101,112,81,379,5,12,58,0
5805,-102,49,61,399,27,16,59,1
5805,-102,45,62,399,25,14,59,1
2457,-102,23,81,380,3,9,54,0
5805,-102,33,59,402,29,15,57,1
2417,-101,66,81,379,4,13,57,0
5805,-102,47,62,399,26,13,61,1
2447,-101,99,81,379,6,15,57,0
5805,-102,61,62,398,25,16,60,1
2422,-101,42,81,379,4,13,56,0
5805,-102,41,60,400,27,15,58,1
2447,-101,95,81,379,4,12,56,0
2452,-102,99,74,386,4,13,51,0
5805,-102,35,61,400,27,14,59,1
2442,-101,38,81,379,3,14,55,0
5805,-102,29,60,400,27,12,58,1
2437,-101,104,81,379,4,14,58,0
2437,-101,33,74,386,8,14,51,0
5805,-102,44,60,400,27,15,57,1
2447,-101,51,74,386,4,12,50,0
5200,-102,38,76,384,11,10,59,1
5805,-102,37,62,399,25,15,59,1
5805,-102,46,62,399,26,15,60,1
5805,-102,52,60,400,26,12,57,1
5805,-102,41,60,401,28,14,58,1
2452,-102,43,81,380,6,7,54,0
2462,-102,35,74,386,4,11,48,0
2442,-101,51,81,379,4,15,56,0
2437,-101,109,74,385,6,13,51,0
2452,-101,62,81,379,4,14,56,0
5805,-102,48,62,399,26,17,59,1
2422,-101,76,81,379,6,10,57,0
5805,-102,41,61,399,27,14,59,1
5805,-102,30,61,399,26,14,59,1
2432,-101,39,74,386,4,10,48,0
2457,-101,100,74,386,4,12,51,0
2432,-102,47,81,380,12,13,57,0
2462,-102,39,74,386,5,4,50,0
5805,-102,35,59,401,28,16,57,1
2422,-101,63,75,384,10,11,59,0
2452,-102,27,81,380,5,9,56,0
2412,-108,56,81,386,18,15,56,0
2457,-101,72,81,379,4,11,55,0
2432,-102,46,81,380,9,11,58,0
2462,-102,40,74,386,6,15,51,0
5805,-102,56,62,399,25,14,60,1
2452,-101,102,74,386,4,15,51,0
2422,-102,101,74,386,11,18,53,0
2432,-102,45,81,380,8,15,57,0
2447,-101,89,81,379,4,13,55,0
2457,-102,36,74,386,5,11,49,0
5805,-102,30,59,401,28,15,57,1
2422,-102,86,69,391,11,14,48,0
5805,-102,51,61,399,27,12,59,1
5805,-102,30,61,400,27,12,58,1
5805,-102,33,60,400,28,14,58,1
5805,-102,46,61,400,28,16,60,1
5805,-102,50,60,401,28,14,58,1
5805,-102,34,62,399,26,14,60,1
5805,-102,34,59,401,29,12,57,1
2462,-102,40,69,391,4,9,45,0
5805,-102,39,62,399,25,15,60,1
2457,-102,99,79,381,13,14,56,0
5805,-102,37,60,400,27,12,58,1
5805,-102,37,60,400,27,14,58,1
2462,-102,38,74,387,5,5,48,0
5805,-102,56,62,399,26,16,60,1
5805,-102,31,60,400,28,14,58,1
2452,-101,54,81,379,5,12,55,0
5805,-102,46,61,400,26,15,59,1
5805,-102,39,60,400,26,16,59,1
5805,-102,43,61,399,26,16,60,1
5805,-102,36,61,399,26,16,59,1
5805,-102,47,81,379,11,11,60,1
2452,-101,58,75,385,11,17,59,0
2457,-102,40,74,387,5,12,49,0
2462,-102,46,74,386,4,10,50,0
5805,-102,38,60,400,28,13,58,1
2447,-101,69,81,379,5,13,56,0
2462,-102,108,81,380,4,3,56,0
2437,-102,24,81,380,5,12,53,0
5805,-102,37,61,399,27,15,58,1
2432,-102,58,81,380,5,13,55,0
2452,-102,67,80,380,6,7,56,0
5805,-102,46,60,401,27,16,59,1
5180,-102,45,70,390,14,8,59,1
2462,-102,51,81,380,4,9,57,0
5805,-102,49,61,400,26,16,59,1
5805,-102,44,61,399,26,15,60,1
5805,-102,30,79,382,12,9,56,1
5805,-102,29,59,402,28,13,57,1
2412,-108,80,81,386,10,11,55,0
2457,-102,72,81,380,5,12,56,0
5805,-102,48,62,398,25,14,60,1
2447,-101,101,81,379,5,12,56,0
5805,-102,34,61,400,28,18,59,1
5805,-102,45,62,399,26,16,60,1
2427,-102,55,81,380,5,12,55,0
5805,-102,33,59,401,29,14,57,1
5805,-102,40,61,399,26,14,60,1
5805,-102,43,61,400,27,14,59,1
5805,-102,33,60,401,28,14,58,1
2427,-102,102,81,380,5,14,56,0
5805,-102,41,60,401,27,13,58,1
5805,-102,42,61,400,27,14,59,1
2422,-101,79,79,380,7,11,59,0
5805,-102,39,61,399,27,15,59,1
5765,-102,40,78,382,14,9,57,1
2442,-101,55,81,379,4,11,55,0
2422,-102,100,74,387,6,13,51,0
2417,-102,37,81,380,4,13,53,0
2457,-101,93,81,379,5,12,56,0
2447,-101,87,77,383,9,13,54,0
2412,-109,65,74,393,14,18,54,0
2427,-102,44,74,386,5,12,48,0
5805,-102,42,80,381,11,8,59,1
2422,-102,30,81,380,6,9,56,0
2442,-102,98,81,380,4,12,55,0
2437,-101,41,81,379,3,9,55,0
5805,-102,40,61,400,27,15,60,1
2452,-102,56,81,380,6,10,57,0
2412,-108,38,74,393,19,16,52,0
5805,-102,35,60,401,27,13,57,1
2447,-101,49,74,386,5,10,50,0
5180,-102,40,74,387,13,7,57,1
5765,-102,63,78,383,14,10,57,1
5805,-102,48,62,398,25,14,60,1
5805,-102,43,62,399,26,10,60,1
5805,-102,44,81,380,10,8,58,1
2412,-108,35,81,386,9,14,54,0
2442,-102,37,81,380,4,11,54,0
2427,-102,41,74,386,5,10,47,0
5805,-102,50,62,399,26,14,59,1
5805,-102,28,71,390,10,9,52,1
2442,-101,44,81,379,8,14,57,0
2437,-102,116,81,380,7,8,58,0
2432,-102,38,81,380,9,14,57,0
5805,-102,57,61,400,25,16,59,1
5805,-102,39,60,401,27,16,58,1
5805,-102,47,61,399,27,16,59,1
2452,-101,73,81,379,4,11,55,0
5805,-102,54,61,400,26,13,59,1
2422,-102,77,79,381,8,15,57,0
2412,-108,54,81,386,12,14,58,0
5805,-102,43,62,399,26,16,60,1
5805,-102,27,59,401,29,15,57,1
5805,-102,39,60,401,28,15,58,1
5240,-102,30,76,385,11,8,58,1
2452,-101,34,74,385,4,11,49,0
5805,-102,41,61,399,26,15,59,1
2457,-102,69,81,380,7,14,56,0
2462,-102,47,81,380,5,15,56,0
5805,-102,41,60,401,28,15,59,1
5805,-102,41,82,378,10,7,60,1
2457,-102,49,74,387,6,16,50,0
2447,-101,48,74,385,5,12,51,0
2427,-102,87,81,380,5,12,55,0
5805,-102,46,62,398,25,14,60,1
2422,-102,52,81,380,9,11,58,0
2442,-101,54,81,379,4,12,55,0
2447,-101,43,81,379,3,10,55,0
2432,-102,38,81,380,7,12,56,0
2412,-108,85,81,386,11,12,56,0
2422,-101,37,81,379,3,11,55,0
2447,-101,87,74,385,4,13,51,0
5805,-102,34,81,380,10,9,60,1
2417,-102,96,81,380,9,10,60,0
5805,-102,38,60,400,27,15,58,1
2427,-102,27,81,380,4,9,53,0
5785,-102,50,72,388,13,0,54,1
2412,-108,102,74,393,8,12,49,0
5805,-102,41,60,400,28,13,58,1
5240,-102,25,74,387,13,10,57,1
5805,-102,40,61,400,27,16,59,1
5805,-102,43,60,401,28,14,59,1
2412,-107,55,74,392,10,11,51,0
2437,-102,43,81,380,5,8,54,0
5805,-102,30,59,402,29,15,57,1
2417,-101,53,79,381,9,15,58,0
2447,-101,105,81,379,6,3,55,0
5805,-102,37,60,400,29,16,58,1
5805,-102,35,83,377,11,8,59,1
2447,-101,47,74,385,6,13,50,0
5805,-102,57,62,399,25,13,60,1
5805,-102,43,62,399,26,17,59,1
2422,-102,39,81,380,3,4,54,0
2462,-102,34,79,381,8,16,56,0
2447,-101,32,81,379,4,12,55,0
5805,-102,40,61,399,27,14,59,1
2457,-102,63,81,380,6,12,56,0
5805,-102,49,61,399,26,15,59,1
5805,-102,47,61,400,27,16,59,1
2447,-101,96,69,391,6,11,47,0
5805,-102,45,60,401,28,14,58,1
5805,-102,37,60,401,28,14,58,1
5805,-102,37,59,401,29,12,57,1
2422,-102,103,78,382,9,12,54,0
2437,-101,54,81,379,4,11,53,0
5805,-102,43,61,400,26,12,58,1
5805,-102,40,81,379,9,8,58,1
2432,-101,107,74,386,5,12,50,0
5805,-102,34,59,401,28,14,57,1
5180,-102,40,75,386,13,10,58,1
5805,-102,39,60,401,28,13,58,1
2437,-101,92,81,379,5,10,56,0
5200,-102,38,75,386,12,9,58,1
2452,-101,46,81,379,6,8,55,0
5805,-102,38,61,400,28,14,59,1
5240,-102,56,77,383,11,8,61,1
5805,-102,31,60,401,28,14,58,1
2432,-101,43,81,379,6,14,56,0
5805,-102,58,61,400,28,17,59,1
5805,-102,46,61,399,27,16,59,1
5805,-102,37,60,400,29,14,59,1
5805,-102,42,60,400,28,19,58,1
2442,-101,52,81,379,5,11,55,0
5805,-102,44,82,379,10,11,60,1
2432,-101,111,74,385,5,13,51,0
2432,-102,98,69,391,18,13,53,0
5805,-102,41,60,401,28,17,59,1
5805,-102,34,79,381,12,9,56,1
2457,-101,87,74,386,8,13,52,0
5805,-102,47,62,398,25,16,59,1
5805,-102,39,61,400,28,13,59,1
2442,-101,56,81,379,5,13,55,0
5805,-102,34,79,381,12,9,57,1
5805,-102,38,61,400,28,13,58,1
5745,-102,35,82,379,9,7,58,1
2422,-102,118,72,389,15,13,55,0
5805,-102,42,60,400,27,16,59,1
2447,-101,34,81,379,4,12,54,0
5805,-102,56,61,400,26,18,59,1
2447,-101,39,74,385,7,11,50,0
2442,-101,56,74,386,5,12,49,0
2457,-102,53,81,380,5,11,58,0
5805,-102,43,61,399,26,13,59,1
2442,-102,88,81,380,4,12,56,0
5805,-102,32,60,401,27,13,58,1
2457,-102,50,74,387,4,14,50,0
2462,-102,97,74,387,3,15,51,0
2457,-101,81,81,379,4,12,55,0
2452,-102,63,81,380,5,13,56,0
5805,-102,36,59,401,29,13,57,1
5805,-102,36,65,395,13,8,48,1
5805,-102,41,60,400,28,12,57,1
5805,-102,50,62,399,25,13,60,1
5805,-102,43,61,400,27,14,59,1
5805,-102,31,60,400,28,13,58,1
2462,-102,49,74,386,5,18,52,0
2457,-102,50,81,380,5,11,55,0
2432,-101,96,81,379,5,13,57,0
2452,-102,52,74,387,8,12,51,0
5805,-102,35,61,399,26,14,59,1
2457,-102,43,74,386,5,14,51,0
5805,-102,31,59,402,29,13,57,1
2427,-101,103,81,379,4,14,56,0
5805,-102,39,61,399,26,14,59,1
5805,-102,45,62,399,25,16,60,1
5805,-102,44,61,399,26,15,59,1
2412,-108,104,74,393,10,13,51,0
5805,-102,44,61,400,26,15,59,1
2452,-101,101,74,385,10,6,55,0
5805,-102,44,61,400,27,14,59,1
2452,-101,84,74,386,14,7,57,0
2422,-102,43,74,387,4,9,50,0
2422,-101,37,74,385,6,12,50,0
5805,-102,31,60,400,27,15,58,1
2442,-101,53,81,379,4,12,56,0
2427,-101,107,81,379,5,14,57,0
2447,-101,104,81,379,4,14,56,0
2417,-101,40,81,379,8,17,57,0
2442,-101,46,81,379,3,8,54,0
5805,-102,41,61,399,27,16,59,1
5805,-102,37,60,400,28,15,58,1
2417,-102,96,70,391,17,14,54,0
2462,-101,96,81,379,5,14,56,0
5805,-102,53,61,399,25,14,59,1
2412,-109,55,69,399,18,16,51,0
5805,-102,50,61,400,27,16,59,1
5805,-102,39,81,379,13,8,59,1
2452,-101,46,74,386,8,13,48,0
5805,-102,36,61,399,27,14,59,1
5805,-102,55,61,400,27,16,59,1
5805,-102,41,61,400,28,15,59,1
2422,-102,37,81,380,3,9,54,0
5805,-102,39,62,399,26,15,60,1
2462,-101,137,75,385,14,13,53,0
2427,-102,25,74,386,4,11,47,0
5240,-102,51,77,383,11,9,60,1
2427,-102,103,74,387,7,13,52,0
2432,-102,50,80,381,6,12,54,0
5805,-102,40,61,400,27,15,58,1
2447,-101,45,81,379,7,12,58,0
5805,-102,41,60,401,29,13,58,1
2447,-101,45,78,381,8,5,57,0
5805,-102,30,59,401,28,15,56,1
5805,-102,38,81,380,11,10,59,1
5805,-102,49,62,399,25,13,60,1
2457,-101,114,72,387,16,13,54,0
2417,-101,61,81,379,8,16,58,0
2447,-101,51,69,391,11,16,53,0
2422,-102,36,81,380,7,8,56,0
2432,-102,39,81,380,5,12,55,0
5805,-102,47,61,400,28,15,58,1
2457,-102,42,69,391,7,14,45,0
2437,-102,98,81,380,4,12,56,0
5805,-102,35,60,400,27,15,57,1
5805,-102,36,60,400,27,15,58,1
5785,-102,44,70,390,16,1,54,1
5805,-102,34,60,401,29,15,58,1
2432,-102,99,74,386,4,13,50,0
5805,-102,39,62,398,26,14,59,1
5805,-102,38,61,400,26,15,60,1
5805,-102,41,61,399,26,14,59,1
5765,-102,53,78,383,14,8,57,1
2462,-102,39,74,386,5,14,50,0
2422,-102,36,81,380,6,10,55,0
5805,-102,38,62,399,25,15,60,1
5805,-102,59,62,398,24,15,60,1
2412,-108,116,81,386,22,14,57,0
2412,-107,72,73,393,21,23,59,0
5805,-102,41,60,401,27,13,58,1
5805,-102,39,60,401,27,15,58,1
2417,-102,94,74,387,8,13,54,0
5805,-102,30,78,383,11,10,57,1
5805,-102,41,61,399,26,14,59,1
2442,-102,66,77,383,10,12,56,0
5805,-102,40,62,399,24,15,60,1
2452,-101,66,79,380,8,14,55,0
5200,-102,34,76,384,10,7,59,1
2462,-101,107,81,379,5,14,57,0
5805,-102,33,61,399,26,14,58,1
2412,-108,37,81,386,8,9,53,0
2432,-101,32,81,379,5,9,55,0
5805,-102,40,60,401,29,14,58,1
5805,-102,39,60,401,28,12,58,1
5805,-102,36,59,401,29,14,57,1
2432,-102,51,81,380,5,13,55,0
2452,-102,42,81,380,7,7,56,0
5805,-102,36,59,402,29,17,57,1
2432,-102,84,76,384,14,14,56,0
2417,-102,46,81,380,4,10,56,0
5805,-102,37,61,400,27,12,59,1
2422,-102,89,80,381,10,19,58,0
5805,-102,39,60,400,27,15,59,1
2452,-102,38,81,380,5,11,53,0
2442,-101,108,81,379,4,15,56,0
5805,-102,36,60,401,28,14,59,1
5805,-102,49,62,398,26,15,60,1
2427,-102,38,74,386,6,14,50,0
5805,-102,38,60,401,29,13,58,1
5805,-102,47,61,400,28,14,59,1
2452,-101,62,80,380,8,13,57,0
5805,-102,38,59,402,28,15,57,1
5805,-102,36,60,400,27,14,58,1
5805,-102,36,60,401,26,14,58,1
2412,-107,39,74,391,9,12,49,0
5805,-102,47,61,400,27,14,59,1
5805,-102,36,60,400,27,15,60,1
2417,-102,118,67,394,25,13,51,0
5805,-102,35,59,401,29,14,57,1
2422,-102,99,81,380,8,13,56,0
2442,-101,42,69,391,4,10,45,0
2412,-107,68,69,397,23,19,57,0
2417,-102,85,68,392,21,13,53,0
2457,-101,73,77,383,10,16,56,0
5805,-102,41,61,399,26,16,59,1
5805,-102,44,60,401,27,14,58,1
2432,-102,45,77,384,11,16,57,0
2427,-102,49,81,380,6,14,56,0
2427,-102,42,81,380,5,11,55,0
5785,-102,51,71,390,14,3,56,1
5805,-102,31,59,402,28,16,57,1
5805,-102,32,60,401,26,13,59,1
2427,-102,76,81,380,5,13,56,0
2427,-102,41,77,384,10,7,58,0
5805,-102,37,60,401,28,14,58,1
5805,-102,36,60,401,28,16,58,1
5805,-102,42,62,398,25,15,60,1
5805,-102,44,62,399,26,14,60,1
5805,-102,37,60,401,28,16,58,1
5805,-102,34,61,400,27,14,59,1
5805,-102,28,80,381,11,7,58,1
5785,-102,77,72,388,16,0,57,1
2427,-102,80,81,380,3,12,55,0
5805,-102,46,62,399,25,16,59,1
2427,-102,42,74,386,10,17,51,0
5785,-102,59,71,389,15,2,56,1
2427,-102,63,77,383,10,15,54,0
5765,-102,47,79,382,14,11,59,1
2462,-102,92,74,386,5,13,52,0
5805,-102,45,61,400,27,16,59,1
2422,-102,53,74,386,4,4,50,0
2422,-101,103,80,379,10,11,57,0
2462,-101,95,81,379,4,10,56,0
2417,-102,109,77,384,9,11,56,0
2457,-102,48,81,380,6,14,57,0
2462,-102,36,81,380,8,15,59,0
2462,-102,22,81,380,6,12,54,0
2422,-102,74,78,383,11,13,54,0
5805,-102,39,62,398,24,14,60,1
5805,-102,32,60,401,28,14,57,1
5805,-102,43,61,400,26,15,59,1
5805,-102,45,61,400,26,16,59,1
5805,-102,34,60,400,26,14,57,1
5805,-102,29,60,400,27,13,58,1
2412,-108,111,81,386,14,13,55,0
2447,-101,103,73,387,12,9,54,0
5785,-102,58,70,391,14,1,54,1
2437,-102,104,81,380,4,13,55,0
2447,-101,80,81,379,5,13,54,0
5805,-102,45,62,399,26,16,59,1
5805,-102,38,62,398,25,15,60,1
2437,-101,33,81,379,4,10,54,0
5805,-102,39,61,399,25,13,59,1
5805,-102,37,65,395,13,9,47,1
2462,-102,39,81,380,6,13,57,0
5805,-102,30,60,401,28,15,57,1
2417,-102,45,81,380,5,13,55,0
2417,-101,37,81,379,5,11,54,0
5805,-102,34,82,379,11,10,59,1
2432,-102,45,77,383,11,12,56,0
2437,-101,101,69,390,5,14,48,0
2442,-102,47,81,380,4,9,54,0
2417,-101,70,81,379,5,11,54,0
5805,-102,29,61,400,27,15,59,1
2427,-102,36,74,386,7,12,51,0
5240,-102,46,76,384,11,10,59,1
5805,-102,42,68,393,13,9,49,1
5805,-102,35,60,400,26,15,58,1
5805,-102,43,59,401,28,13,57,1
2417,-102,42,74,386,5,9,49,0
5805,-102,27,68,392,12,8,48,1
5745,-102,31,80,380,11,8,57,1
2457,-101,90,69,391,5,13,47,0
2442,-101,92,81,379,3,12,56,0
2432,-102,53,81,380,5,12,54,0
2417,-102,57,81,380,6,10,56,0
5805,-102,34,60,400,27,14,59,1
2417,-103,101,81,381,7,16,58,0
2422,-101,110,81,379,4,9,56,0
5805,-102,31,59,401,28,16,58,1
2412,-108,89,77,389,21,17,56,0
2452,-101,77,73,386,14,7,55,0
2452,-101,31,81,379,5,9,57,0
5805,-102,34,59,401,28,14,57,1
2452,-102,95,81,380,5,14,57,0
5805,-102,26,78,382,10,11,57,1
2457,-101,95,69,391,4,14,47,0
5805,-102,41,61,400,27,15,59,1
5805,-102,44,61,400,27,15,59,1
2427,-101,101,81,379,6,16,58,0
2442,-102,106,81,380,4,11,57,0
2457,-102,41,74,387,8,13,52,0
2457,-101,89,81,379,5,11,54,0
2457,-101,98,69,390,3,10,47,0
5805,-102,38,60,400,28,15,58,1
5805,-102,48,60,401,28,16,58,1
5805,-102,62,83,377,8,7,61,1
5805,-102,39,61,399,27,14,59,1
2437,-101,21,81,379,4,12,54,0
5805,-102,36,60,400,28,16,57,1
2417,-102,31,69,391,16,18,47,0
5805,-102,33,59,401,28,16,57,1
2422,-102,37,74,386,4,9,48,0
5805,-102,32,60,400,28,15,58,1
5805,-102,60,62,399,25,15,60,1
2437,-101,43,81,379,4,15,56,0
5805,-102,39,60,400,28,15,58,1
2452,-102,106,81,380,4,9,57,0
5240,-102,36,75,386,13,7,57,1
2412,-108,99,74,392,9,12,51,0
5805,-102,38,61,399,27,16,59,1
2462,-102,93,63,397,7,14,47,0
2432,-102,113,81,380,4,12,55,0
2462,-102,40,81,380,5,15,57,0
5805,-102,31,60,400,27,14,58,1
2422,-102,34,81,380,5,8,54,0
2462,-102,48,74,386,9,11,50,0
5805,-102,38,61,400,26,14,59,1
2452,-102,32,74,386,6,10,52,0
2452,-101,84,81,379,4,12,56,0
2412,-108,84,78,388,16,12,56,0
2412,-109,53,63,405,23,18,51,0
5805,-102,40,61,400,26,12,58,1
5805,-102,42,80,381,12,10,59,1
2412,-108,77,79,388,19,17,57,0
2432,-101,52,81,379,4,13,56,0
5805,-102,38,60,400,26,16,59,1
2412,-108,96,81,386,9,10,57,0
5765,-102,33,77,384,17,8,57,1
5805,-102,43,61,399,27,15,59,1
2442,-101,94,81,379,4,12,54,0
2412,-108,92,81,386,15,10,57,0
5805,-102,38,61,400,27,14,59,1
5805,-102,27,59,402,29,13,57,1
2432,-101,101,81,379,5,12,57,0
2457,-102,51,81,380,5,12,55,0
5805,-102,38,59,401,28,13,57,1
5805,-102,52,62,398,26,17,60,1
2457,-102,50,74,386,4,10,50,0
5200,-102,43,75,385,11,7,59,1
2442,-101,62,81,379,4,12,54,0
2422,-102,41,81,380,4,7,54,0
2442,-101,96,74,385,5,13,52,0
5805,-102,37,61,399,27,16,59,1
2427,-102,27,81,380,6,14,55,0
5805,-102,34,61,399,27,15,59,1
5200,-102,48,78,383,10,7,61,1
2417,-102,82,81,380,9,11,57,0
5805,-102,44,61,400,27,17,59,1
2437,-101,100,74,386,5,13,51,0
5805,-102,37,61,400,26,13,58,1
5765,-102,61,78,383,13,10,59,1
5200,-102,39,77,384,11,9,60,1
5765,-102,36,78,383,13,9,59,1
2447,-101,52,81,379,7,14,59,0
2422,-102,45,69,392,10,17,47,0
2462,-102,30,81,380,5,10,54,0
5805,-102,46,63,397,25,14,61,1
2417,-102,65,81,380,5,10,55,0
2417,-103,97,81,381,4,14,55,0
2437,-102,83,81,380,6,11,55,0
2427,-102,80,71,389,14,15,54,0
2462,-102,53,81,380,6,16,57,0
2442,-102,145,79,381,8,13,57,0
2412,-107,41,81,385,10,13,56,0
2432,-101,84,77,382,11,12,60,0
5805,-102,35,60,400,28,14,58,1
2457,-102,112,78,382,9,15,56,0
2442,-101,121,74,385,5,16,52,0
5805,-102,35,61,399,27,14,59,1
5785,-102,44,69,392,16,1,53,1
2422,-101,78,80,380,8,13,57,0
2417,-102,87,81,380,6,14,60,0
5805,-102,45,60,401,27,16,58,1
2432,-102,29,81,380,4,12,55,0
2442,-102,49,81,380,6,11,56,0
5805,-102,42,61,400,26,14,59,1
5805,-102,51,61,400,27,17,59,1
2442,-102,50,80,380,8,15,60,0
2427,-101,101,81,379,4,11,56,0
2452,-101,39,81,379,6,12,54,0
5805,-102,35,59,401,28,14,58,1
2422,-101,97,81,379,12,11,59,0
5805,-102,41,62,399,27,17,59,1
2452,-102,48,81,380,6,10,56,0
5805,-102,40,60,401,28,15,58,1
5805,-102,50,61,399,27,13,58,1
2437,-102,53,77,384,12,19,59,0
2457,-102,43,74,386,6,8,49,0
5805,-102,53,62,398,26,16,61,1
5745,-102,34,82,378,10,8,59,1
5805,-102,38,61,399,26,13,59,1
5805,-102,39,60,400,26,16,58,1
5805,-102,30,60,401,28,14,57,1
5805,-102,41,81,379,10,9,59,1
5805,-102,42,63,398,25,11,59,1
2447,-101,61,81,379,6,15,57,0
2427,-102,93,81,380,5,10,55,0
5805,-102,56,62,398,26,14,61,1
5805,-102,50,61,400,28,15,59,1
2417,-102,71,81,380,7,15,57,0
2427,-102,38,74,387,9,9,50,0
2457,-102,30,69,392,6,12,46,0
5805,-102,50,61,400,27,16,59,1
2412,-109,48,69,399,15,19,49,0
5805,-102,57,61,400,26,15,59,1
2432,-101,105,81,379,6,11,57,0
5805,-102,51,60,401,28,17,59,1
2437,-102,79,76,384,12,14,55,0
2442,-102,41,81,380,4,8,54,0
5805,-102,30,59,401,28,14,57,1
5785,-102,57,71,390,14,3,56,1
2457,-101,51,62,398,25,14,58,0
2452,-101,108,72,388,15,18,54,0
5805,-102,35,61,399,26,15,59,1
5805,-102,44,60,401,29,16,58,1
2457,-102,27,81,380,4,8,54,0
2417,-102,46,81,380,8,12,55,0
2462,-102,66,78,383,9,14,57,0
2462,-102,20,74,386,4,13,48,0
2452,-101,26,74,386,5,13,47,0
5805,-102,41,61,399,25,14,59,1
2442,-102,27,81,380,6,12,54,0
5805,-102,35,59,401,28,15,58,1
5805,-102,40,60,400,26,15,58,1
2442,-101,56,81,379,4,12,55,0
2437,-102,74,81,380,5,13,56,0
2417,-102,74,81,380,5,11,55,0
2432,-101,32,81,379,4,14,55,0
2422,-102,78,80,380,8,8,55,0
2442,-102,76,81,380,5,9,56,0
2417,-102,79,75,385,16,17,59,0
2412,-108,80,81,386,10,10,55,0
2447,-101,33,74,386,6,14,50,0
5805,-102,38,65,395,13,11,48,1
5805,-102,39,61,400,26,16,58,1
2427,-102,51,81,380,5,3,55,0
5805,-102,39,61,400,26,14,59,1
2417,-102,104,81,380,6,13,56,0
5805,-102,53,61,400,26,14,59,1
2437,-102,33,81,380,6,14,55,0
5805,-102,38,60,400,27,14,58,1
5200,-102,54,76,385,12,10,59,1
2457,-102,58,81,380,6,16,58,0
2452,-102,26,79,381,8,11,54,0
5805,-102,37,62,398,25,15,59,1
5805,-102,49,60,401,29,14,58,1
2432,-101,93,81,379,6,11,57,0
5805,-102,44,61,399,25,15,59,1
2437,-102,104,81,380,4,6,56,0
2457,-102,44,74,387,6,13,49,0
2437,-101,94,81,379,5,13,56,0
2457,-102,75,72,389,13,8,57,0
2442,-101,100,81,379,4,12,56,0
5805,-102,50,60,400,27,17,58,1
5805,-102,45,62,399,27,14,60,1
2447,-101,47,69,391,4,12,46,0
2462,-101,100,77,382,10,17,57,0
5805,-102,47,62,399,26,14,59,1
2417,-101,31,79,380,7,14,57,0
2437,-102,105,74,386,7,7,51,0
5805,-102,31,59,402,28,15,57,1
5805,-102,40,60,401,28,16,59,1
5805,-102,45,60,401,27,14,58,1
2457,-101,94,74,385,6,14,52,0
5805,-102,35,59,401,28,14,57,1
2412,-108,124,81,386,7,15,56,0
2452,-102,34,74,386,6,12,52,0
2462,-102,47,74,386,3,13,48,0
2462,-101,103,81,379,6,10,54,0
5805,-102,38,61,400,26,16,59,1
2452,-101,42,81,379,3,6,55,0
5805,-102,45,61,399,26,16,59,1
2422,-101,23,74,386,5,12,48,0
5240,-102,39,76,385,12,8,58,1
2427,-102,29,81,380,4,12,54,0
